,name,classname,x1,y1,x2,y2,image
0,augmented_image_218.jpg,face_with_mask,177,61,312,223,"[[[222 199 145]
  [205 184 129]
  [218 198 145]
  ...
  [ 63  57  45]
  [ 39  37  24]
  [ 40  38  23]]

 [[207 184 132]
  [225 204 151]
  [236 216 165]
  ...
  [ 72  66  52]
  [ 62  59  44]
  [ 43  41  26]]

 [[230 208 161]
  [219 198 151]
  [239 221 173]
  ...
  [ 53  47  31]
  [ 69  66  51]
  [ 83  80  65]]

 ...

 [[ 57  73  37]
  [ 43  59  22]
  [ 46  63  21]
  ...
  [ 91  83  70]
  [ 73  65  52]
  [ 60  45  40]]

 [[ 45  62  26]
  [ 69  87  47]
  [ 83 103  54]
  ...
  [ 61  52  45]
  [ 43  34  29]
  [102  87  92]]

 [[ 29  50  11]
  [ 42  64  18]
  [ 49  72  18]
  ...
  [ 78  59  63]
  [ 25  14  18]
  [ 29  23  33]]]"
1,augmented_image_19.jpg,face_with_mask,77,87,237,300,"[[[135 117  97]
  [135 117  97]
  [136 118  98]
  ...
  [ 18  22  33]
  [ 18  22  33]
  [ 18  22  33]]

 [[135 117  97]
  [135 117  97]
  [135 117  97]
  ...
  [ 18  22  33]
  [ 18  22  33]
  [ 18  22  33]]

 [[133 116  98]
  [133 116  98]
  [133 116  98]
  ...
  [ 19  21  33]
  [ 19  21  33]
  [ 19  21  33]]

 ...

 [[142 202 200]
  [138 203 199]
  [133 202 199]
  ...
  [195 221 218]
  [196 222 219]
  [197 222 219]]

 [[139 201 198]
  [135 201 197]
  [130 201 197]
  ...
  [192 219 214]
  [193 220 215]
  [194 219 215]]

 [[137 202 198]
  [135 201 197]
  [129 201 197]
  ...
  [190 217 212]
  [191 218 213]
  [192 217 213]]]"
2,augmented_image_31.jpg,face_with_mask,116,86,272,314,"[[[ 18  22  33]
  [ 17  21  32]
  [ 16  20  31]
  ...
  [137 118 101]
  [136 118  98]
  [135 117  95]]

 [[ 18  22  33]
  [ 17  21  32]
  [ 16  20  31]
  ...
  [136 117 100]
  [135 117  97]
  [134 116  96]]

 [[ 19  21  33]
  [ 18  20  32]
  [ 17  19  31]
  ...
  [135 116  99]
  [133 116  96]
  [133 116  96]]

 ...

 [[199 224 221]
  [200 225 222]
  [198 224 221]
  ...
  [136 208 205]
  [141 207 205]
  [150 210 208]]

 [[191 216 212]
  [191 216 212]
  [189 216 211]
  ...
  [129 204 200]
  [136 205 202]
  [152 217 213]]

 [[185 210 206]
  [185 210 206]
  [183 210 205]
  ...
  [127 202 198]
  [134 205 201]
  [157 222 218]]]"
3,augmented_image_25.jpg,face_with_mask,171,95,324,262,"[[[ 44  44  36]
  [ 44  44  36]
  [ 44  44  36]
  ...
  [ 29  28  24]
  [ 29  28  24]
  [ 29  28  24]]

 [[ 43  43  35]
  [ 43  43  35]
  [ 43  43  35]
  ...
  [ 28  27  23]
  [ 27  26  22]
  [ 27  26  22]]

 [[ 43  43  35]
  [ 43  43  35]
  [ 43  43  35]
  ...
  [ 26  25  21]
  [ 26  25  21]
  [ 26  25  21]]

 ...

 [[193 190 185]
  [191 188 183]
  [189 186 181]
  ...
  [ 45  29  16]
  [ 95  78  70]
  [121 107  98]]

 [[193 190 185]
  [191 188 183]
  [189 186 181]
  ...
  [167 151 138]
  [181 164 156]
  [158 144 135]]

 [[193 190 185]
  [191 188 183]
  [189 186 181]
  ...
  [135 119 106]
  [150 133 125]
  [145 131 122]]]"
4,augmented_image_230.jpg,face_with_mask,70,84,260,364,"[[[253 253 253]
  [253 253 253]
  [255 255 255]
  ...
  [253 253 253]
  [255 255 255]
  [251 251 251]]

 [[255 255 255]
  [253 253 253]
  [255 255 255]
  ...
  [250 250 250]
  [255 255 255]
  [254 254 254]]

 [[253 253 253]
  [251 251 251]
  [254 254 254]
  ...
  [237 237 237]
  [240 240 240]
  [253 253 253]]

 ...

 [[252 255 246]
  [251 254 245]
  [253 253 245]
  ...
  [152  82  22]
  [116  35  16]
  [140  54  55]]

 [[252 255 248]
  [251 254 245]
  [252 253 245]
  ...
  [169  98  32]
  [128  51  25]
  [145  62  56]]

 [[251 255 250]
  [251 254 247]
  [251 252 244]
  ...
  [183 106  36]
  [127  49  10]
  [146  69  43]]]"
5,augmented_image_230.jpg,face_with_mask,173,224,319,432,"[[[253 253 253]
  [253 253 253]
  [255 255 255]
  ...
  [253 253 253]
  [255 255 255]
  [251 251 251]]

 [[255 255 255]
  [253 253 253]
  [255 255 255]
  ...
  [250 250 250]
  [255 255 255]
  [254 254 254]]

 [[253 253 253]
  [251 251 251]
  [254 254 254]
  ...
  [237 237 237]
  [240 240 240]
  [253 253 253]]

 ...

 [[252 255 246]
  [251 254 245]
  [253 253 245]
  ...
  [152  82  22]
  [116  35  16]
  [140  54  55]]

 [[252 255 248]
  [251 254 245]
  [252 253 245]
  ...
  [169  98  32]
  [128  51  25]
  [145  62  56]]

 [[251 255 250]
  [251 254 247]
  [251 252 244]
  ...
  [183 106  36]
  [127  49  10]
  [146  69  43]]]"
6,419-with-mask.jpg,face_with_mask,76,80,262,400,"[[[251 255 255]
  [250 254 255]
  [253 254 255]
  ...
  [189 171 169]
  [187 169 167]
  [185 167 165]]

 [[252 255 255]
  [251 255 255]
  [251 252 254]
  ...
  [191 173 171]
  [189 171 169]
  [187 169 167]]

 [[254 255 255]
  [254 255 255]
  [249 250 252]
  ...
  [192 177 172]
  [190 175 170]
  [188 173 168]]

 ...

 [[254 254 252]
  [254 255 250]
  [252 253 247]
  ...
  [133 134 154]
  [122 123 144]
  [117 118 138]]

 [[252 252 250]
  [250 250 248]
  [255 255 251]
  ...
  [250 252 255]
  [247 247 255]
  [239 241 253]]

 [[255 255 255]
  [255 255 255]
  [255 255 253]
  ...
  [252 253 255]
  [253 253 255]
  [252 253 255]]]"
7,419-with-mask.jpg,face_with_mask,174,221,319,432,"[[[251 255 255]
  [250 254 255]
  [253 254 255]
  ...
  [189 171 169]
  [187 169 167]
  [185 167 165]]

 [[252 255 255]
  [251 255 255]
  [251 252 254]
  ...
  [191 173 171]
  [189 171 169]
  [187 169 167]]

 [[254 255 255]
  [254 255 255]
  [249 250 252]
  ...
  [192 177 172]
  [190 175 170]
  [188 173 168]]

 ...

 [[254 254 252]
  [254 255 250]
  [252 253 247]
  ...
  [133 134 154]
  [122 123 144]
  [117 118 138]]

 [[252 252 250]
  [250 250 248]
  [255 255 251]
  ...
  [250 252 255]
  [247 247 255]
  [239 241 253]]

 [[255 255 255]
  [255 255 255]
  [255 255 253]
  ...
  [252 253 255]
  [253 253 255]
  [252 253 255]]]"
8,330-with-mask.jpg,face_with_mask,74,76,268,369,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [140 136 135]
  [146 142 139]
  [154 150 147]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [152 148 147]
  [156 152 149]
  [162 158 155]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [165 159 159]
  [167 162 159]
  [170 165 162]]

 ...

 [[254 254 254]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 248]
  [255 255 246]
  [255 255 244]]

 [[254 254 254]
  [255 255 255]
  [255 255 255]
  ...
  [206 205 200]
  [236 236 226]
  [255 255 245]]

 [[254 254 254]
  [255 255 255]
  [255 255 255]
  ...
  [136 135 130]
  [192 192 184]
  [239 239 229]]]"
9,330-with-mask.jpg,face_with_mask,175,212,319,427,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [140 136 135]
  [146 142 139]
  [154 150 147]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [152 148 147]
  [156 152 149]
  [162 158 155]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [165 159 159]
  [167 162 159]
  [170 165 162]]

 ...

 [[254 254 254]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 248]
  [255 255 246]
  [255 255 244]]

 [[254 254 254]
  [255 255 255]
  [255 255 255]
  ...
  [206 205 200]
  [236 236 226]
  [255 255 245]]

 [[254 254 254]
  [255 255 255]
  [255 255 255]
  ...
  [136 135 130]
  [192 192 184]
  [239 239 229]]]"
10,260-with-mask.jpg,face_with_mask,75,89,263,397,"[[[255 254 255]
  [255 254 255]
  [255 255 255]
  ...
  [252 228 202]
  [224 198 171]
  [197 171 144]]

 [[255 254 255]
  [255 254 255]
  [255 255 255]
  ...
  [191 167 141]
  [156 130 103]
  [152 126  99]]

 [[255 254 255]
  [255 254 255]
  [255 255 255]
  ...
  [115  91  65]
  [108  82  55]
  [186 160 133]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [140 140 142]
  [105 105 107]
  [ 38  38  38]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [251 251 251]
  [255 255 255]
  [221 221 219]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [245 245 245]
  [248 248 246]
  [255 255 253]]]"
11,260-with-mask.jpg,face_with_mask,177,235,319,427,"[[[255 254 255]
  [255 254 255]
  [255 255 255]
  ...
  [252 228 202]
  [224 198 171]
  [197 171 144]]

 [[255 254 255]
  [255 254 255]
  [255 255 255]
  ...
  [191 167 141]
  [156 130 103]
  [152 126  99]]

 [[255 254 255]
  [255 254 255]
  [255 255 255]
  ...
  [115  91  65]
  [108  82  55]
  [186 160 133]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [140 140 142]
  [105 105 107]
  [ 38  38  38]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [251 251 251]
  [255 255 255]
  [221 221 219]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [245 245 245]
  [248 248 246]
  [255 255 253]]]"
